LK,LKNR,11.09.2021,12.09.2021,13.09.2021,14.09.2021,15.09.2021,16.09.2021,17.09.2021,18.09.2021,19.09.2021,20.09.2021,21.09.2021,22.09.2021,23.09.2021,24.09.2021,25.09.2021,26.09.2021,27.09.2021,28.09.2021,29.09.2021,30.09.2021,01.10.2021,02.10.2021,03.10.2021,04.10.2021,05.10.2021,06.10.2021,07.10.2021,08.10.2021,09.10.2021,10.10.2021,11.10.2021,12.10.2021,13.10.2021,14.10.2021,15.10.2021,16.10.2021,17.10.2021,18.10.2021,19.10.2021,20.10.2021,21.10.2021,22.10.2021,23.10.2021,24.10.2021,25.10.2021,26.10.2021,27.10.2021,28.10.2021,29.10.2021,30.10.2021,31.10.2021,01.11.2021,02.11.2021,03.11.2021,04.11.2021,05.11.2021,06.11.2021,07.11.2021,08.11.2021,09.11.2021,10.11.2021,11.11.2021,12.11.2021,13.11.2021,14.11.2021,15.11.2021,16.11.2021,17.11.2021,18.11.2021,19.11.2021,20.11.2021,21.11.2021,22.11.2021,23.11.2021,24.11.2021,25.11.2021,26.11.2021,27.11.2021,28.11.2021,29.11.2021,30.11.2021,01.12.2021,02.12.2021,03.12.2021,04.12.2021,05.12.2021,06.12.2021,07.12.2021,08.12.2021,09.12.2021,10.12.2021,11.12.2021,12.12.2021,13.12.2021,14.12.2021,15.12.2021,16.12.2021,17.12.2021,18.12.2021,19.12.2021,20.12.2021,21.12.2021,22.12.2021,23.12.2021,24.12.2021,25.12.2021,26.12.2021,27.12.2021,28.12.2021,29.12.2021,30.12.2021,31.12.2021,01.01.2022,02.01.2022,03.01.2022,04.01.2022,05.01.2022,06.01.2022,07.01.2022,08.01.2022,09.01.2022,10.01.2022,11.01.2022,12.01.2022,13.01.2022,14.01.2022,15.01.2022,16.01.2022,17.01.2022,18.01.2022,19.01.2022,20.01.2022,21.01.2022,22.01.2022,23.01.2022,24.01.2022,25.01.2022,26.01.2022,27.01.2022,28.01.2022,29.01.2022,30.01.2022,31.01.2022,01.02.2022,02.02.2022,03.02.2022,04.02.2022,05.02.2022,06.02.2022,07.02.2022,08.02.2022,09.02.2022,10.02.2022,11.02.2022,12.02.2022,13.02.2022,14.02.2022,15.02.2022,16.02.2022,17.02.2022,18.02.2022,19.02.2022,20.02.2022,21.02.2022,22.02.2022,23.02.2022,24.02.2022,25.02.2022,26.02.2022,27.02.2022,28.02.2022,01.03.2022,02.03.2022,03.03.2022,04.03.2022,05.03.2022,06.03.2022,07.03.2022,08.03.2022,09.03.2022,10.03.2022,11.03.2022,12.03.2022,13.03.2022,14.03.2022,15.03.2022,16.03.2022,17.03.2022,18.03.2022,19.03.2022,20.03.2022,21.03.2022,22.03.2022,23.03.2022,24.03.2022,25.03.2022,26.03.2022,27.03.2022,28.03.2022
SK Kaiserslautern,7312,62.2,62.2,62.2,73.2,77.3,72.2,74.3,79.3,79.3,79.3,65.2,68.2,74.3,83.3,99.3,99.3,99.3,104.4,114.4,126.4,115.4,95.3,95.3,95.3,84.3,77.3,71.2,64.2,63.2,63.2,63.2,63.2,56.2,54.2,56.2,57.2,57.2,57.2,60.2,49.2,69.2,60.2,55.2,55.2,55.2,44.1,41.1,39.1,44.1,47.2,47.2,47.2,41.1,47.2,53.2,63.2,77.3,77.3,77.3,99.3,106.4,115.4,106.4,113.4,113.4,113.4,119.4,120.4,171.6,195.7,223.8,223.8,223.8,210.7,218.7,221.7,223.8,289.0,289.0,289.0,338.1,354.2,390.3,443.5,477.6,477.6,477.6,410.4,394.3,421.4,392.3,414.4,414.4,414.4,343.2,388.3,369.2,343.2,312.1,312.1,312.1,331.1,316.1,285.0,291.0,290.0,290.0,290.0,212.7,234.8,268.9,347.2,370.3,385.3,385.3,395.3,426.4,346.2,480.6,587.0,587.0,628.1,686.3,710.4,707.4,681.3,670.3,687.3,651.2,579.0,679.3,763.6,960.2,1034.5,1034.5,1069.6,1023.5,871.9,1040.5,1123.8,1281.3,1281.3,1247.2,1256.2,1282.3,1258.3,1275.3,1408.8,1408.8,1408.8,1370.6,1462.9,1448.9,1282.3,1249.2,1251.2,1251.2,1106.7,1082.7,1102.7,1165.9,1171.0,1171.0,1171.0,1005.4,980.3,734.5,800.7,796.7,796.7,844.9,731.5,911.1,894.0,861.9,1052.6,1052.6,1052.6,936.2,1094.7,1056.6,1215.1,1417.8,1417.8,1417.8,1296.4,1434.8,1572.3,1587.4,1759.9,1759.9,1759.9,1843.2,1745.9,2027.9,2156.3,2199.4,2199.4,2199.4
SK Karlsruhe,8212,69.4,58.7,72.6,68.1,69.7,70.4,73.9,71.7,74.9,73.6,71.7,71.0,70.4,75.2,77.5,71.0,72.9,70.7,74.9,70.4,65.2,66.5,66.1,63.2,62.9,54.1,63.2,60.6,64.2,72.9,76.2,74.6,82.0,79.1,87.2,90.8,94.3,97.6,97.6,107.3,92.4,121.6,122.2,122.2,128.1,131.0,144.0,155.3,162.8,163.1,161.8,173.8,167.6,130.3,134.5,143.6,158.9,169.6,183.8,213.3,271.7,300.5,313.8,326.5,312.9,338.8,327.5,334.6,350.2,361.2,365.4,398.5,393.9,397.5,391.7,373.5,373.2,377.1,349.2,369.3,362.1,366.0,364.7,366.7,359.9,353.4,354.4,348.9,330.4,328.4,327.5,316.1,311.9,309.6,305.4,280.8,306.7,297.6,290.5,274.9,277.9,277.2,274.0,263.9,251.9,254.8,223.4,226.3,223.1,237.0,227.9,237.7,245.4,277.2,280.4,285.0,315.8,360.5,373.5,346.9,390.7,422.8,445.1,477.9,418.2,547.3,608.6,624.1,627.4,623.1,640.7,689.6,758.3,803.7,879.3,898.4,924.7,933.7,996.6,1074.5,1103.3,1065.1,1103.0,1137.4,1138.0,1136.4,1259.9,1321.2,1302.4,1420.1,1402.2,1447.0,1363.3,1425.6,1419.1,1422.7,1375.7,1428.2,1425.6,1385.7,1349.4,1332.2,1346.1,1374.4,1317.6,1268.7,1258.0,1201.2,1183.7,1127.0,1088.4,1130.5,1095.2,1102.0,1143.5,1176.3,1250.8,1260.6,1276.4,1445.4,1625.9,1708.3,1817.6,1907.0,1953.7,2007.5,2026.7,2074.0,2110.6,2121.0,2111.6,2125.9,2157.3,2110.6,2103.8,2109.4,2031.2,1738.4,1615.9
SK Kassel,6611,139.3,134.8,122.9,116.9,118.4,111.9,118.4,99.0,99.5,87.5,86.0,87.5,75.1,61.7,67.6,62.2,68.1,69.1,62.2,58.7,59.7,57.7,58.2,51.2,49.7,59.7,48.2,48.7,42.8,45.3,42.3,41.3,30.8,35.3,31.8,37.3,34.8,38.3,39.8,45.8,46.3,47.3,50.2,50.7,51.7,55.2,56.2,67.6,73.6,83.6,94.5,94.5,93.0,98.5,109.4,113.9,127.3,121.4,127.8,130.8,128.3,135.3,132.8,123.4,133.8,133.8,137.3,143.2,130.3,154.2,178.6,186.0,201.9,200.9,210.4,250.2,259.1,251.2,256.7,257.2,260.6,249.2,242.2,251.7,233.3,223.8,234.8,234.8,232.3,218.4,207.9,232.3,246.2,242.7,253.2,262.1,274.6,269.6,241.2,242.7,235.8,220.8,181.1,190.0,176.1,183.0,163.6,158.2,157.2,165.6,177.1,195.0,200.0,225.3,214.9,218.9,224.8,261.1,294.0,326.8,320.3,365.1,373.0,420.3,468.0,500.4,487.9,492.4,532.2,605.8,642.1,640.6,728.7,851.0,865.0,850.0,892.8,933.1,989.3,972.9,1033.6,1311.1,1285.8,1369.8,1426.5,1456.9,1444.4,1340.0,1259.4,1348.4,1223.6,1568.8,1962.7,2278.1,2461.6,2243.2,2129.8,2417.3,2080.6,1796.6,1771.7,1856.8,2013.4,2151.2,1850.8,1645.9,1461.3,1192.3,1026.6,1001.8,885.4,829.2,891.3,947.5,903.3,818.2,741.1,770.0,780.9,688.4,700.8,669.0,711.8,796.3,841.6,844.6,860.5,807.8,718.7,906.3,1003.2,1024.1,1031.6,992.8,1075.9,1092.3,998.3,967.9,843.6
SK Kaufbeuren,9762,114.2,112.0,107.5,107.5,116.4,103.0,100.8,98.5,105.2,105.2,105.2,105.2,116.4,114.2,107.5,89.6,89.6,89.6,71.6,53.7,35.8,40.3,49.3,44.8,42.5,44.8,42.5,42.5,35.8,26.9,26.9,26.9,35.8,53.7,56.0,56.0,62.7,60.5,67.2,60.5,58.2,91.8,123.1,109.7,147.8,156.7,206.0,250.8,262.0,282.1,279.9,282.1,277.6,241.8,221.7,300.0,313.5,342.6,365.0,369.4,396.3,429.9,432.1,443.3,443.3,465.7,463.5,519.5,555.3,597.8,671.7,736.6,732.2,759.0,808.3,848.6,819.5,835.2,759.0,785.9,770.2,747.8,783.7,792.6,680.7,700.8,694.1,687.4,660.5,620.2,539.6,528.4,490.3,461.2,452.3,463.5,391.8,360.5,369.4,356.0,369.4,371.7,309.0,270.9,255.3,246.3,190.3,185.8,197.0,194.8,192.6,223.9,214.9,230.6,228.4,237.3,201.5,212.7,170.2,221.7,208.2,304.5,275.4,391.8,427.7,555.3,579.9,579.9,550.8,532.9,564.2,685.1,615.7,696.3,808.3,828.4,868.7,788.1,1023.2,1278.5,1251.6,1222.5,1370.3,1426.3,1486.7,1504.6,1668.1,1730.8,1880.8,1789.0,1903.2,1842.7,1795.7,1647.9,1744.2,1634.5,1683.8,1699.4,1768.8,1780.0,1896.5,1853.9,1795.7,1748.7,1849.4,1885.3,2077.8,1876.3,1806.9,1896.5,1883.0,1663.6,1692.7,1468.8,1419.6,1386.0,1305.4,1256.1,1173.3,1175.5,1370.3,1565.1,1632.3,1710.6,1771.1,2039.8,2028.6,1925.6,2252.5,2295.0,2333.1,2286.1,2183.1,2404.7,2380.1,2196.5,2127.1,2165.2,2089.0
SK Kempten,9763,127.6,126.2,129.1,123.3,91.4,85.6,89.9,88.5,84.1,81.2,75.4,78.3,85.6,72.5,63.8,79.8,79.8,76.9,74.0,63.8,60.9,53.7,55.1,50.8,60.9,81.2,81.2,85.6,82.7,108.8,107.3,117.5,123.3,133.4,148.0,158.1,171.2,163.9,169.7,185.7,191.5,194.4,178.4,165.4,153.8,204.5,178.4,237.9,255.3,309.0,374.2,359.7,353.9,324.9,300.3,448.2,445.3,439.5,509.1,588.9,664.3,735.4,722.4,748.5,774.6,745.6,758.6,664.3,705.0,610.7,696.3,684.7,702.1,694.8,773.1,725.3,799.2,697.7,684.7,670.1,636.8,619.4,604.9,610.7,593.3,602.0,588.9,587.5,581.7,599.1,578.8,559.9,536.7,548.3,530.9,485.9,364.1,342.3,338.0,306.1,258.2,293.0,271.3,304.6,300.3,285.8,227.7,226.3,230.6,219.0,235.0,242.2,253.8,253.8,219.0,288.7,301.7,290.1,291.6,282.9,377.1,385.8,362.6,387.3,449.7,504.8,554.1,567.2,587.5,583.1,557.0,665.8,757.2,763.0,861.6,916.7,989.3,1164.8,1157.5,1260.5,1320.0,1418.6,1510.0,1433.1,1453.4,1591.2,1746.4,1761.0,1792.9,1824.8,1826.2,1721.8,1642.0,1650.7,1821.9,1823.3,1901.7,1964.0,2010.4,2113.4,2199.0,2152.6,2236.7,2035.1,2009.0,1894.4,1863.9,1718.9,1668.1,1521.6,1685.5,1740.6,1839.3,1718.9,1824.8,1792.9,1646.4,1617.3,1678.3,1702.9,1840.7,1801.6,1959.7,2244.0,2302.0,2252.7,2217.9,2219.3,2310.7,2336.8,2319.4,2261.4,2515.2,2696.5,2711.1,2706.7,2590.7,2573.3,2523.9
SK Kiel,1002,70.2,65.3,69.3,60.8,59.2,60.0,60.4,53.5,53.5,46.2,52.7,51.9,53.9,49.9,52.7,54.7,53.5,50.3,49.1,44.6,48.7,43.8,40.1,41.0,41.0,37.7,38.1,35.3,38.5,34.9,43.8,45.0,45.4,48.3,49.9,47.0,47.0,48.3,47.4,56.4,53.5,60.4,60.4,66.9,66.9,64.5,70.2,72.6,79.5,91.2,92.9,88.4,88.4,90.4,90.8,91.2,88.8,86.0,91.2,99.4,114.4,120.0,120.8,120.4,122.9,125.7,126.5,111.5,120.4,129.8,134.2,135.8,139.9,139.9,143.1,145.2,127.7,129.4,118.0,129.8,125.7,145.2,141.9,154.9,155.3,159.8,161.8,171.9,171.1,174.8,166.7,163.4,171.5,174.4,166.7,159.4,157.3,163.0,168.7,164.2,161.0,152.9,160.6,161.4,167.9,148.4,145.2,154.9,153.3,164.2,201.9,251.8,307.0,345.1,364.2,397.8,493.1,584.3,632.6,693.4,696.3,711.7,793.6,844.3,827.2,857.3,909.6,924.2,1032.8,975.3,1024.7,1082.7,1094.1,1056.4,1111.1,1072.6,1060.0,1028.8,1000.8,974.0,953.4,937.5,888.5,910.8,868.6,882.4,868.2,856.8,808.6,847.1,809.4,819.9,764.0,747.0,746.6,755.9,711.3,710.9,671.9,664.6,661.4,644.8,684.5,682.9,695.0,721.8,760.7,766.4,795.2,731.5,726.7,804.9,854.8,868.2,911.6,957.8,957.8,956.2,1010.9,1051.9,1118.0,1199.9,1283.9,1265.2,1324.8,1386.5,1365.4,1407.1,1435.9,1501.6,1556.8,1630.2,1624.9,1816.3,1815.5,1865.0,1793.6,1805.8,1636.2
SK Koblenz,7111,97.9,85.5,75.8,80.3,67.0,58.2,48.5,41.5,29.1,26.5,33.5,32.6,34.4,30.0,30.9,25.6,22.9,35.3,32.6,38.8,45.0,45.9,39.7,32.6,40.6,46.7,44.1,42.3,28.2,30.0,29.1,36.2,30.9,26.5,25.6,28.2,26.5,23.8,33.5,33.5,41.5,46.7,50.3,45.9,41.5,53.8,58.2,67.9,70.6,74.1,74.1,74.1,59.1,66.1,72.3,76.7,82.9,79.4,78.5,97.0,88.2,90.8,92.6,87.3,80.3,75.8,105.8,125.2,134.9,149.0,152.6,136.7,122.6,158.7,187.9,209.9,212.5,215.2,203.7,172.0,228.4,220.5,212.5,239.9,250.5,236.4,198.4,208.1,217.8,245.2,246.9,229.3,205.5,199.3,217.0,217.8,163.2,142.9,209.0,194.0,175.5,209.0,187.9,192.3,175.5,159.6,153.5,139.3,167.6,162.3,153.5,179.0,181.7,174.6,167.6,197.6,222.2,255.8,274.3,339.5,335.1,321.9,388.0,375.7,419.8,464.8,452.4,404.8,375.7,512.4,620.0,687.9,751.4,775.2,734.6,714.4,765.5,702.0,601.5,415.4,516.8,386.3,326.3,310.4,294.6,421.6,576.8,706.4,754.0,792.9,1019.5,1055.7,1062.7,1049.5,918.1,959.5,867.8,825.5,791.1,934.0,981.6,939.3,842.2,767.3,797.3,820.2,696.7,768.2,696.7,605.9,611.2,562.7,730.2,813.1,961.3,1112.1,1047.7,965.7,1078.6,1149.2,1138.6,1226.8,1284.1,1173.0,1011.6,1008.0,1088.3,1200.3,1240.0,1424.3,1323.8,1061.0,913.7,865.2,814.0,947.2,1051.3,1014.2,917.2
SK Koeln,5315,112.5,109.6,103.3,101.6,96.0,91.6,82.1,84.1,82.5,77.8,66.9,64.3,66.2,66.0,58.2,59.3,58.5,53.9,56.5,58.9,62.7,58.8,61.7,63.8,61.2,61.4,54.4,57.4,59.9,64.6,59.3,56.7,54.2,57.3,57.9,58.4,57.0,61.1,61.1,68.1,72.3,76.0,76.8,93.0,92.9,91.6,100.7,111.7,127.0,141.2,153.5,157.4,151.5,136.6,134.0,148.4,156.0,174.4,185.6,192.0,205.0,212.5,213.3,213.9,220.2,245.7,243.7,240.8,252.1,265.2,277.7,278.9,300.9,331.3,289.4,288.0,295.1,293.8,292.0,313.3,355.2,397.7,433.0,454.1,459.0,435.2,415.2,403.7,391.1,392.3,380.5,368.1,340.0,338.1,299.7,176.9,268.7,289.1,258.9,274.1,273.3,255.1,231.7,233.3,218.1,213.1,209.8,225.1,218.8,215.2,224.9,227.6,239.3,256.4,243.9,267.7,254.3,249.7,250.8,300.8,321.1,370.6,421.9,411.1,409.5,375.4,332.3,348.1,421.4,454.0,447.3,502.5,573.0,644.0,681.4,778.8,912.8,957.0,992.3,888.9,848.1,832.0,931.7,838.2,813.7,1148.6,1602.7,1733.2,1839.2,1830.7,1810.2,1770.9,1767.4,1677.6,1658.2,1655.9,1621.3,1509.6,1418.6,1359.9,1363.5,1254.7,1284.3,1244.6,1158.0,1101.2,1086.1,1046.3,1000.7,1002.6,996.9,936.1,966.1,1086.4,1400.8,1782.0,2019.0,2332.7,2504.1,2695.8,2784.6,2543.2,2332.1,2525.1,2233.4,2123.5,1973.0,1937.8,1891.1,1861.4,1672.1,1620.2,1618.6,1521.5,1491.7,1448.9,1421.1,1545.6,1411.2
SK Krefeld,5114,117.3,109.3,101.8,98.3,88.6,78.0,72.7,67.4,63.0,63.5,61.7,52.0,53.3,46.3,47.2,47.6,50.7,50.3,50.3,45.0,48.5,39.2,45.8,42.8,44.5,43.2,36.1,45.8,45.4,46.7,51.6,48.9,48.9,47.2,51.1,52.9,50.3,51.1,53.8,65.2,71.4,72.3,79.3,86.0,83.8,89.5,95.2,101.8,107.1,102.7,108.9,109.8,105.4,93.0,99.6,109.8,110.6,118.1,122.1,128.3,152.5,157.4,163.1,175.0,154.7,193.5,191.8,193.1,203.7,230.1,252.2,292.7,276.8,287.4,305.1,317.4,313.0,323.1,327.1,344.3,381.3,390.1,370.3,390.6,351.8,329.3,336.4,325.8,324.5,301.5,311.7,306.4,372.1,416.1,381.8,292.7,343.8,327.1,354.4,306.8,272.0,263.6,262.3,245.1,231.0,210.3,172.4,177.2,177.2,177.7,159.6,179.4,207.6,216.4,247.3,251.7,299.8,363.2,376.5,418.8,457.6,425.8,493.7,542.7,548.0,651.1,679.8,646.3,668.7,838.0,900.2,1035.1,1079.2,1117.9,1107.4,1116.2,1147.5,1211.0,1203.0,1183.6,1240.5,1348.1,1508.1,1717.0,1683.1,1519.1,1478.1,1458.3,1488.2,1486.0,1382.0,1352.9,1393.9,1331.3,1265.2,1222.4,1222.9,1308.4,1310.6,1321.6,1277.5,1189.4,1090.2,1103.4,1041.2,977.3,868.9,887.4,870.6,852.1,877.7,795.3,675.4,653.8,634.4,726.5,789.1,890.5,1015.7,1145.7,1096.8,1126.8,1073.4,983.9,828.8,992.3,1091.9,1124.6,1128.5,1112.2,1080.0,1201.3,1255.0,1136.0,1126.3,1111.8,1074.3,1050.9,983.1
SK Landau i.d.Pfalz,7313,126.4,111.4,147.8,149.9,167.1,171.4,156.4,156.4,105.0,145.7,141.4,111.4,109.2,111.4,102.8,64.3,87.8,83.5,75.0,62.1,64.3,64.3,38.6,45.0,57.8,64.3,57.8,55.7,53.6,49.3,53.6,49.3,32.1,34.3,55.7,72.8,70.7,83.5,85.7,94.2,79.3,53.6,51.4,47.1,49.3,64.3,60.0,66.4,75.0,85.7,75.0,75.0,130.7,149.9,141.4,179.9,179.9,160.7,158.5,229.2,263.5,242.0,297.7,319.2,246.3,263.5,308.5,340.6,310.6,351.3,428.4,374.9,458.4,524.8,501.2,400.6,402.7,385.6,357.7,334.2,370.6,329.9,340.6,289.2,252.8,205.6,244.2,293.5,306.3,304.2,306.3,267.8,242.0,332.0,340.6,327.7,299.9,267.8,299.9,293.5,289.2,329.9,265.6,248.5,218.5,207.8,171.4,179.9,160.7,152.1,130.7,137.1,149.9,128.5,160.7,220.6,244.2,304.2,327.7,383.4,359.9,342.7,387.7,370.6,299.9,377.0,385.6,347.0,377.0,355.6,377.0,385.6,394.1,464.8,415.6,434.8,488.4,548.4,642.6,715.4,886.8,831.1,814.0,781.8,886.8,824.7,805.4,796.8,666.2,597.6,781.8,880.4,891.1,726.1,713.3,499.1,471.2,604.0,509.8,471.2,578.3,621.2,619.0,704.7,773.3,756.1,591.2,642.6,721.9,721.9,715.4,631.9,736.9,841.8,837.5,993.9,983.2,953.2,1053.9,1163.1,1154.5,1004.6,1032.5,1032.5,1071.0,983.2,1019.6,1079.6,1184.5,1169.5,1171.7,1126.7,1073.1,940.3,985.3,938.2,978.9,978.9,989.6
SK Landshut,9261,99.9,72.5,97.2,97.2,98.5,101.3,113.6,112.2,127.3,125.9,130.0,120.4,115.0,106.8,117.7,99.9,105.4,99.9,95.8,101.3,104.0,106.8,95.8,99.9,101.3,105.4,86.2,95.8,89.0,104.0,98.5,94.4,82.1,98.5,90.3,102.6,84.9,82.1,86.2,109.5,105.4,117.7,116.3,165.6,168.3,171.1,167.0,231.3,254.6,294.3,250.5,260.0,271.0,261.4,224.5,213.5,238.1,232.7,232.7,290.2,312.1,321.6,353.1,384.6,427.0,477.7,485.9,570.7,646.0,640.5,654.2,707.6,741.8,689.8,622.7,625.5,670.6,637.8,592.6,578.9,589.9,595.4,562.5,580.3,589.9,613.2,566.6,554.3,531.0,509.1,444.8,377.7,351.7,317.5,328.5,355.8,298.4,250.5,254.6,206.7,228.6,197.1,168.3,164.2,164.2,135.5,128.7,120.4,117.7,119.1,102.6,104.0,132.8,149.2,151.9,164.2,219.0,255.9,262.8,231.3,290.2,327.1,362.7,338.1,388.7,457.1,539.2,568.0,578.9,604.9,602.2,822.6,915.6,1023.7,1056.6,1094.9,1097.7,1271.5,1200.3,1245.5,1378.2,1472.7,1558.9,1693.0,1761.4,1802.5,1857.3,1947.6,1948.9,1964.0,1850.4,2100.9,2113.2,2289.7,2046.1,2054.3,2159.7,2351.3,1985.9,2010.5,1905.2,1766.9,1697.1,1583.5,1616.4,1738.2,1740.9,1746.4,1890.1,1938.0,1907.9,1922.9,1969.5,1881.9,1996.9,1992.7,1855.9,1825.8,1795.7,1706.7,1694.4,1554.8,1586.3,1720.4,1673.9,1643.7,1686.2,1817.6,1860.0,1921.6,1790.2,1895.6,1907.9,2077.6,2003.7,2068.0,2065.3,2169.3,2188.5
SK Leipzig,14713,37.5,38.3,40.3,37.7,34.0,41.3,39.5,39.2,33.8,41.0,36.0,33.3,29.6,28.3,29.6,29.6,29.3,26.3,32.5,36.3,38.7,40.0,43.8,47.0,43.8,43.8,45.9,45.0,48.7,52.1,52.2,49.9,56.2,59.4,62.3,61.6,74.3,76.0,70.1,74.3,75.1,80.7,83.5,89.4,90.4,84.9,78.3,105.8,112.1,122.5,133.2,140.8,141.1,149.5,185.9,198.8,212.7,222.9,249.4,249.7,243.0,316.0,321.7,372.4,414.9,458.6,441.5,390.6,438.5,367.2,564.9,501.8,663.6,685.2,594.8,869.1,828.0,788.6,717.8,725.9,753.0,717.2,689.5,696.9,688.5,647.7,686.5,627.5,655.1,618.9,623.1,595.7,580.4,568.0,553.0,526.7,507.5,452.1,400.0,342.4,413.6,388.8,350.5,315.5,321.0,318.7,280.3,272.8,254.1,213.4,195.8,189.8,200.8,209.2,218.1,203.2,257.4,307.6,320.2,332.7,339.3,370.4,352.3,331.7,318.7,323.5,341.9,341.6,376.2,372.7,432.8,513.6,584.6,629.3,676.0,695.9,678.2,689.5,820.4,887.4,954.7,938.4,1054.2,1034.7,998.0,1126.7,1217.9,1247.2,1209.4,1169.2,1320.0,1301.4,1396.5,1331.4,1420.3,1410.6,1434.3,1535.9,1301.3,1421.8,1445.9,1413.1,1438.7,1464.3,1397.5,1353.8,1394.5,1430.6,1413.7,1449.7,1534.9,1325.5,1288.2,1349.0,1316.7,1437.7,1475.2,1385.1,1424.5,1381.6,1551.1,1736.4,1840.7,1972.9,2124.0,2122.7,2057.1,2260.8,2282.7,2521.4,2488.4,2680.5,2563.2,2382.8,2427.5,2411.1,2553.3,2529.9,2519.4
SK Leverkusen,5316,182.4,147.6,136.1,159.2,158.0,149.5,149.5,139.1,137.9,137.9,144.6,128.7,114.7,106.8,91.5,84.8,80.5,70.2,74.4,75.7,68.3,63.5,60.4,56.1,53.1,47.0,45.1,46.4,43.9,42.7,42.1,42.1,41.5,40.9,41.5,49.4,46.4,46.4,49.4,53.1,60.4,78.1,80.5,90.9,101.9,100.7,105.5,147.0,169.0,175.1,189.7,183.0,183.0,169.6,150.7,157.4,176.3,191.6,201.9,201.3,234.9,250.1,243.4,252.0,224.5,249.5,268.4,262.3,280.0,289.2,308.7,339.2,357.5,356.9,380.1,397.2,402.7,386.2,399.0,372.8,365.5,376.4,331.9,327.0,355.7,336.8,358.7,347.8,324.0,342.9,325.8,305.7,295.3,280.7,278.2,288.0,282.5,260.5,256.9,267.2,244.7,254.4,244.0,224.5,253.2,231.8,217.8,214.1,205.0,197.7,207.4,172.7,250.1,233.7,269.1,264.8,294.7,371.6,455.8,430.7,523.5,500.3,515.5,598.5,589.4,696.7,721.1,740.7,784.6,867.6,912.7,951.8,948.1,1063.4,1003.0,1036.0,1152.5,1256.8,1283.1,1375.2,1328.2,1486.8,1593.6,1611.3,1524.1,1522.8,1463.0,1438.6,1317.8,1215.9,1201.3,1255.6,1317.2,1254.4,1309.9,1527.1,1572.3,1549.1,1500.9,1468.5,1508.2,1317.2,1131.8,1114.1,1073.8,1097.6,1156.8,1126.9,1386.2,1367.3,1348.3,1286.7,1244.6,1227.5,1317.2,1313.6,1405.1,1508.2,1652.8,1876.1,1802.3,1962.7,2059.1,1985.9,1907.8,1957.2,1917.6,2025.6,1939.5,1841.3,1834.0,1831.5,1647.9,1514.9,1555.2,1517.3,1623.5,1693.1,1662.5
SK Luebeck,1003,56.5,52.4,52.4,41.2,35.7,38.9,38.9,39.8,34.7,34.7,37.1,39.8,29.7,24.1,23.2,24.1,24.1,22.2,20.4,20.8,20.8,20.8,21.3,21.3,20.8,19.5,23.6,25.0,24.6,25.0,25.0,23.6,25.0,19.0,22.2,20.4,21.8,21.8,23.6,31.0,36.1,38.9,48.2,49.1,49.1,59.3,60.7,59.8,61.6,63.9,65.8,66.3,49.1,56.1,59.3,70.0,76.0,82.0,82.0,86.2,95.0,104.2,104.7,114.0,108.4,108.4,129.7,143.2,154.7,161.2,167.2,170.0,170.0,167.2,134.4,167.2,182.5,198.3,206.2,206.2,212.7,221.5,214.0,207.6,195.5,188.1,188.1,194.1,191.8,222.4,226.6,225.6,251.1,251.1,248.3,262.2,242.8,242.3,222.4,214.5,214.5,212.7,194.1,182.1,165.9,142.7,135.7,135.7,95.9,98.7,98.2,102.9,120.5,120.5,120.5,183.5,292.3,464.2,717.2,839.0,891.8,891.8,1012.8,1072.1,1009.5,876.6,896.0,940.5,1047.5,969.7,1032.2,1054.9,1047.5,1071.6,1060.5,1109.1,1063.7,1107.7,1131.8,1179.5,1151.3,1171.7,1018.8,1126.7,1037.3,1011.8,1033.1,1034.1,1040.6,1101.7,1084.6,1095.7,1049.4,1058.2,1018.3,1045.7,1014.6,927.0,917.3,959.9,878.4,843.2,877.9,847.8,828.4,805.7,788.1,824.2,787.6,802.9,802.9,790.4,756.1,828.8,850.6,871.5,879.3,879.3,887.2,927.5,911.3,918.2,865.0,987.7,987.7,1086.0,1161.9,1364.9,1419.1,1497.4,1566.9,1566.9,1452.0,1584.9,1536.7,1808.7,1788.8,1771.2,1771.2
